st,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,zone
california,3554.845264,yes,extended,master,1/10/11,employed,f,58557,rural,married,88,4.0,83,0.0,1,personal auto,personal l1,offer1,branch,55.510526,four-door car,large,,west region
arizona,25900.19716,no,basic,college,1/14/11,employed,m,53105,urban,married,110,6.0,65,0.0,2,corporate auto,corporate l1,offer3,agent,365.361427,suv,medsize,a,central
oregon,2404.917967,no,basic,bachelor,2/14/11,employed,m,63455,urban,divorced,61,26.0,71,0.0,1,personal auto,personal l3,offer1,branch,287.654819,two-door car,medsize,a,north west
arizona,12157.32992,yes,premium,high school or below,2/27/11,employed,m,57449,suburban,single,103,6.0,28,0.0,2,personal auto,personal l2,offer1,agent,494.4,four-door car,medsize,,central
california,5615.073509,no,basic,bachelor,1/3/11,disabled,f,19949,suburban,married,74,0.0,99,1.0,3,corporate auto,corporate l2,offer1,branch,355.2,,,,west region
california,5138.244998,no,basic,bachelor,1/8/11,employed,f,72264,urban,married,64,2.0,66,0.0,9,corporate auto,corporate l3,offer3,web,272.649844,,,a,west region
,22332.43946,,extended,college,1/11/11,employed,m,49078,suburban,single,97,10.0,3,0.0,2,corporate auto,corporate l3,offer2,branch,484.013411,four-door car,medsize,a,
oregon,5658.531248,no,basic,high school or below,1/20/11,employed,m,78834,suburban,married,72,14.0,20,2.0,8,personal auto,personal l1,offer2,call center,345.6,two-door car,small,,north west
california,9688.334578,no,extended,high school or below,1/3/11,employed,m,20009,suburban,single,87,31.0,86,1.0,2,corporate auto,corporate l3,offer2,branch,987.122788,four-door car,small,a,west region
oregon,5710.333115,no,basic,college,2/27/11,employed,m,51148,urban,married,72,9.0,1,0.0,7,personal auto,personal l2,offer2,branch,308.981664,four-door car,medsize,,north west
oregon,4770.550911,yes,basic,college,2/1/11,medical leave,f,12964,suburban,single,65,2.0,37,0.0,4,personal auto,personal l2,offer1,web,362.774545,two-door car,medsize,,north west
arizona,4212.8026,no,premium,college,1/1/11,disabled,f,10097,rural,married,110,17.0,69,0.0,1,personal auto,personal l1,offer1,web,218.635593,four-door car,medsize,,central
arizona,4804.35851,no,extended,high school or below,1/29/11,employed,f,51962,suburban,married,125,8.0,2,4.0,1,personal auto,personal l2,offer1,branch,788.206874,sports car,medsize,,central
washington,9540.923395,no,premium,college,1/29/11,employed,m,53351,suburban,married,119,4.0,7,0.0,6,personal auto,personal l3,offer1,branch,571.2,four-door car,small,,east
arizona,3096.511217,yes,extended,college,2/12/11,employed,f,21604,suburban,divorced,79,14.0,28,0.0,1,personal auto,personal l3,offer1,branch,379.2,four-door car,medsize,,central
arizona,4574.924641,no,basic,master,1/15/11,employed,m,32906,suburban,single,115,,17,,1,personal auto,personal l3,offer1,branch,552.0,suv,medsize,a,central
oregon,7048.544758,no,extended,college,1/31/11,disabled,m,20416,suburban,married,93,33.0,68,0.0,7,personal auto,personal l3,offer3,branch,446.4,four-door car,small,,north west
washington,13363.52356,no,premium,college,2/12/11,employed,m,86653,rural,married,111,14.0,5,0.0,2,personal auto,personal l3,offer2,call center,277.201278,four-door car,medsize,a,east
arizona,7666.520438,no,extended,master,1/12/11,employed,f,87864,urban,married,94,19.0,42,0.0,8,personal auto,personal l3,offer2,agent,421.456547,two-door car,medsize,,central
oregon,9635.58373,no,basic,doctor,2/27/11,employed,m,90334,urban,divorced,119,4.0,46,0.0,9,corporate auto,corporate l3,offer3,branch,423.785148,suv,medsize,,north west
arizona,41103.24183,no,premium,college,1/24/11,employed,f,30845,suburban,married,116,3.0,89,1.0,2,personal auto,personal l2,offer1,branch,556.8,four-door car,medsize,a,central
arizona,7159.806745,no,extended,college,1/24/11,employed,m,67206,rural,divorced,90,9.0,69,0.0,9,personal auto,personal l1,offer1,web,76.289123,four-door car,medsize,,central
california,4479.023088,no,basic,master,1/29/11,employed,m,94656,urban,married,111,,79,,1,special auto,special l2,offer4,web,459.738128,suv,medsize,,west region
california,10314.52484,no,basic,high school or below,1/11/11,employed,f,99759,rural,married,65,12.0,25,3.0,2,personal auto,personal l2,offer2,agent,74.463101,two-door car,medsize,a,west region
oregon,2554.437138,no,basic,college,1/21/11,medical leave,m,12459,suburban,married,70,4.0,41,0.0,1,personal auto,personal l2,offer2,branch,336.0,four-door car,small,a,north west
oregon,35062.64795,no,basic,high school or below,2/4/11,employed,f,84811,rural,single,111,27.0,38,0.0,2,personal auto,personal l2,offer2,branch,278.284943,suv,small,,north west
california,16373.7273,no,basic,high school or below,2/5/11,employed,m,64396,urban,married,103,2.0,46,0.0,2,special auto,special l1,offer4,agent,355.409311,suv,medsize,,west region
california,7644.763153,no,extended,college,1/31/11,employed,m,43838,suburban,married,97,11.0,37,0.0,7,corporate auto,corporate l2,offer2,web,465.6,four-door car,medsize,a,west region
oregon,20237.15039,no,basic,master,1/27/11,employed,f,55270,suburban,married,63,35.0,67,0.0,2,personal auto,personal l1,offer1,branch,302.4,two-door car,medsize,a,north west
california,11315.20373,yes,premium,bachelor,2/16/11,disabled,f,11885,suburban,divorced,101,18.0,39,0.0,2,corporate auto,corporate l2,offer1,agent,484.8,four-door car,medsize,a,west region
oregon,3936.785538,no,basic,bachelor,2/28/11,disabled,m,19245,suburban,married,106,28.0,61,0.0,1,personal auto,personal l3,offer3,web,508.8,suv,large,a,north west
oregon,6555.360031,no,extended,college,1/18/11,disabled,m,21853,suburban,married,86,10.0,2,0.0,5,personal auto,personal l2,offer3,agent,412.8,four-door car,medsize,a,north west
california,5938.511892,no,basic,doctor,2/4/11,employed,f,44190,rural,married,74,17.0,40,0.0,3,corporate auto,corporate l3,offer2,branch,10.68564,four-door car,medsize,,west region
washington,5581.761298,no,basic,master,2/28/11,employed,f,62739,urban,divorced,70,29.0,80,0.0,3,personal auto,personal l1,offer2,call center,239.328571,two-door car,medsize,a,east
oregon,10127.77087,no,extended,doctor,1/16/11,medical leave,m,23053,suburban,married,132,5.0,97,0.0,8,personal auto,personal l1,offer2,agent,780.941649,sports car,medsize,a,north west
oregon,4014.453113,yes,extended,doctor,1/8/11,employed,f,37384,suburban,married,99,9.0,17,0.0,1,personal auto,personal l3,offer2,agent,475.2,four-door car,medsize,,north west
california,4046.936065,no,basic,bachelor,2/11/11,disabled,m,13330,suburban,single,117,33.0,74,0.0,1,corporate auto,corporate l3,offer1,call center,561.6,suv,medsize,,west region
arizona,3906.669584,no,extended,college,1/9/11,employed,f,60230,rural,married,98,13.0,91,0.0,1,personal auto,personal l2,offer2,web,8.129056,four-door car,small,a,central
california,30154.68108,no,extended,master,1/2/11,employed,m,73359,rural,married,94,17.0,24,0.0,2,corporate auto,corporate l3,offer2,call center,107.187926,two-door car,medsize,,west region
washington,2480.045899,no,basic,bachelor,1/7/11,employed,f,93383,urban,single,62,31.0,64,0.0,1,corporate auto,corporate l2,offer1,branch,244.212286,two-door car,medsize,a,east
oregon,83325.38119,no,extended,high school or below,1/31/11,employed,m,58958,suburban,married,231,31.0,74,0.0,2,personal auto,personal l3,offer1,call center,1108.8,luxury car,small,a,north west
arizona,24186.24342,no,basic,doctor,2/8/11,disabled,m,14710,suburban,single,112,25.0,86,0.0,2,personal auto,personal l2,offer3,agent,537.6,sports car,medsize,a,central
oregon,8038.949652,no,premium,college,2/22/11,employed,m,71982,suburban,single,103,29.0,37,0.0,4,corporate auto,corporate l2,offer3,call center,494.4,four-door car,small,,north west
oregon,4583.748377,no,basic,master,1/19/11,employed,m,94804,suburban,married,115,13.0,79,4.0,1,personal auto,personal l2,offer1,branch,764.592151,suv,medsize,a,north west
oregon,4862.908979,no,basic,high school or below,1/30/11,employed,f,36839,rural,married,61,22.0,93,0.0,3,personal auto,personal l3,offer2,agent,152.496995,four-door car,medsize,a,north west
oregon,6308.922374,no,extended,doctor,2/5/11,employed,f,21368,rural,married,79,7.0,2,0.0,6,corporate auto,corporate l3,offer2,call center,4.61262,four-door car,medsize,,north west
nevada,7507.455372,yes,basic,college,2/6/11,employed,m,60920,urban,single,64,10.0,61,0.0,2,personal auto,personal l2,offer2,agent,231.201886,two-door car,medsize,,central
california,6878.008403,no,extended,high school or below,2/5/11,employed,m,39020,suburban,married,87,0.0,4,0.0,5,corporate auto,corporate l1,offer3,agent,485.01384,four-door car,small,,west region
arizona,21205.37785,no,extended,high school or below,2/11/11,employed,f,24930,suburban,married,76,7.0,16,0.0,2,personal auto,personal l3,offer1,branch,364.8,,,,central
oregon,2599.04158,no,basic,high school or below,2/21/11,employed,m,53021,suburban,married,68,28.0,71,4.0,1,personal auto,personal l2,offer1,agent,326.4,four-door car,medsize,,north west
california,5815.261714,no,basic,college,1/18/11,employed,m,76675,rural,married,72,,38,,9,personal auto,personal l2,offer4,agent,141.718568,four-door car,small,a,west region
arizona,8563.968057,no,basic,college,2/1/11,employed,m,91147,rural,married,107,4.0,79,0.0,7,personal auto,personal l1,offer3,agent,50.473675,sports car,small,a,central
washington,5309.435869,no,basic,college,2/5/11,medical leave,f,22404,urban,married,70,0.0,62,1.0,4,personal auto,personal l3,offer1,agent,211.136067,four-door car,medsize,,east
nevada,5979.724161,yes,extended,high school or below,2/7/11,employed,f,57693,suburban,divorced,76,16.0,56,0.0,3,personal auto,personal l2,offer2,agent,547.2,four-door car,medsize,a,central
california,17019.0061,no,basic,bachelor,2/1/11,employed,f,89601,rural,married,70,1.0,8,0.0,2,personal auto,personal l3,offer2,branch,117.015463,two-door car,medsize,,west region
arizona,6513.612638,no,extended,college,1/22/11,employed,f,50037,urban,married,81,24.0,91,0.0,6,special auto,special l2,offer1,call center,303.384527,four-door car,medsize,a,central
nevada,2619.478929,no,basic,high school or below,1/15/11,employed,f,93987,urban,single,65,9.0,1,0.0,1,personal auto,personal l2,offer2,branch,251.321448,two-door car,medsize,a,central
arizona,4637.164036,no,basic,master,2/7/11,employed,m,25816,suburban,single,119,18.0,63,0.0,1,personal auto,personal l1,offer3,agent,571.2,sports car,medsize,,central
california,13265.51039,no,basic,bachelor,1/9/11,employed,f,99617,rural,married,109,1.0,62,0.0,2,personal auto,personal l2,offer3,agent,74.934678,suv,medsize,,west region
california,15886.03136,no,basic,doctor,2/28/11,employed,f,56362,suburban,married,197,30.0,47,1.0,6,personal auto,personal l3,offer4,call center,945.6,luxury suv,medsize,,west region
oregon,12157.32992,yes,premium,high school or below,2/27/11,employed,m,57449,suburban,single,103,6.0,28,0.0,2,personal auto,personal l2,offer1,agent,494.4,four-door car,medsize,,north west
california,13265.96256,no,basic,high school or below,1/3/11,employed,m,34482,rural,married,67,4.0,6,0.0,2,personal auto,personal l2,offer1,agent,83.830109,four-door car,medsize,a,west region
arizona,5399.57618,no,basic,high school or below,2/22/11,employed,f,71186,rural,married,67,11.0,14,0.0,6,personal auto,personal l3,offer2,call center,29.984815,two-door car,medsize,a,central
oregon,7546.613549,no,basic,bachelor,1/20/11,employed,m,31266,suburban,married,193,6.0,79,0.0,1,corporate auto,corporate l3,offer4,branch,926.4,luxury car,large,a,north west
oregon,3534.337809,no,extended,bachelor,1/25/11,medical leave,m,19861,suburban,married,93,27.0,21,0.0,1,corporate auto,corporate l1,offer2,agent,446.4,four-door car,medsize,a,north west
washington,8188.976576,no,basic,college,2/26/11,employed,m,89061,suburban,divorced,103,19.0,88,0.0,3,personal auto,personal l2,offer3,web,565.267705,suv,small,a,east
oregon,8569.422637,no,basic,bachelor,1/10/11,employed,f,99803,urban,married,71,1.0,67,0.0,2,personal auto,personal l2,offer2,call center,189.143402,four-door car,small,a,north west
california,2912.59798,no,basic,bachelor,1/18/11,employed,f,65436,rural,married,73,14.0,55,0.0,1,personal auto,personal l3,offer4,agent,40.752864,four-door car,small,a,west region
california,4834.797545,no,basic,college,2/17/11,employed,f,32017,suburban,married,62,9.0,10,2.0,7,personal auto,personal l1,offer1,branch,297.6,four-door car,small,a,west region
california,15769.10776,no,extended,college,2/27/11,employed,m,29977,rural,married,133,16.0,19,0.0,2,personal auto,personal l3,offer1,agent,255.659711,suv,small,a,west region
california,9886.656416,no,extended,bachelor,2/16/11,employed,f,44817,suburban,married,83,23.0,89,0.0,2,personal auto,personal l2,offer1,agent,527.421579,four-door car,small,,west region
nevada,5383.670919,no,basic,college,2/23/11,employed,f,89092,rural,divorced,68,31.0,30,2.0,3,personal auto,personal l3,offer1,branch,91.8198,two-door car,medsize,a,central
nevada,10852.95712,no,extended,college,1/26/11,employed,m,67696,rural,married,97,11.0,51,5.0,2,corporate auto,corporate l3,offer4,branch,17.479575,two-door car,medsize,,central
washington,7284.445594,no,extended,college,1/3/11,employed,f,44605,suburban,married,91,3.0,45,0.0,7,personal auto,personal l3,offer1,branch,436.8,four-door car,medsize,a,east
california,7933.820656,no,basic,college,1/13/11,employed,f,76505,rural,married,65,,89,,2,personal auto,personal l3,offer1,branch,144.051716,four-door car,medsize,a,west region
oregon,3768.371028,no,extended,master,1/17/11,employed,f,85751,urban,married,93,6.0,3,0.0,1,corporate auto,corporate l3,offer2,agent,391.210704,four-door car,medsize,a,north west
oregon,5290.666331,no,basic,bachelor,1/4/11,employed,m,36791,suburban,divorced,68,26.0,62,0.0,3,personal auto,personal l2,offer1,agent,326.4,four-door car,medsize,,north west
oregon,8012.365866,no,basic,bachelor,1/27/11,employed,m,58058,suburban,married,67,28.0,49,0.0,2,personal auto,personal l1,offer2,call center,355.198918,four-door car,medsize,,north west
oregon,2916.41746,no,basic,bachelor,2/1/11,employed,m,85210,rural,divorced,74,,76,,1,personal auto,personal l3,offer4,web,100.517679,four-door car,medsize,,north west
california,2751.365822,no,basic,bachelor,1/8/11,employed,f,42585,urban,married,69,16.0,44,0.0,1,personal auto,personal l1,offer1,agent,288.295744,two-door car,medsize,a,west region
arizona,5595.389905,yes,basic,high school or below,2/5/11,employed,f,74454,suburban,single,71,25.0,29,0.0,3,personal auto,personal l3,offer2,call center,340.8,four-door car,medsize,,central
california,16256.80661,no,extended,high school or below,1/17/11,employed,f,21206,rural,married,136,12.0,9,0.0,2,corporate auto,corporate l1,offer3,branch,98.086192,sports car,medsize,a,west region
arizona,2661.033435,no,basic,college,1/13/11,employed,f,35503,urban,married,67,14.0,95,0.0,1,personal auto,personal l3,offer1,branch,216.173135,,,,central
washington,8590.334983,no,basic,bachelor,2/6/11,employed,f,63110,rural,married,72,23.0,84,0.0,2,personal auto,personal l3,offer3,agent,68.179721,four-door car,medsize,a,east
nevada,2585.56013,no,basic,high school or below,2/2/11,employed,f,64592,suburban,married,64,12.0,57,0.0,1,personal auto,personal l2,offer2,branch,307.2,four-door car,medsize,,central
oregon,14503.02129,no,basic,bachelor,1/31/11,medical leave,m,29790,suburban,married,194,25.0,49,0.0,3,personal auto,personal l2,offer1,agent,931.2,luxury suv,medsize,a,north west
,8406.385414,,basic,college,2/3/11,employed,f,42540,rural,married,70,,52,,2,personal auto,personal l1,offer1,agent,43.548973,four-door car,medsize,,
oregon,9025.067525,no,premium,bachelor,1/17/11,medical leave,f,23675,suburban,married,117,4.0,31,0.0,7,personal auto,personal l2,offer1,branch,707.925645,four-door car,medsize,,north west
arizona,3694.14876,no,extended,bachelor,1/1/11,employed,f,87485,suburban,divorced,92,12.0,57,0.0,1,personal auto,personal l3,offer3,branch,441.6,four-door car,medsize,,central
washington,32196.60037,no,extended,high school or below,1/30/11,employed,f,91375,rural,married,99,22.0,89,0.0,2,personal auto,personal l1,offer4,call center,72.632934,two-door car,medsize,,east
oregon,19688.31898,no,basic,bachelor,1/10/11,employed,f,83879,urban,married,69,3.0,66,0.0,2,personal auto,personal l2,offer1,agent,212.148485,four-door car,medsize,a,north west
